keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
hide underneath deck,30,0,0.4099999964237213,0.3400000035762787,informational,1,26,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #26,,,1.11,"ai_overview, organic, video, discussions_and_forums, people_also_ask, short_videos, images, related_searches"
how many footings do i need for a deck,30,0,,0.10000000149011612,informational,1,26,deckguru.com,https://deckguru.com/best-types-of-deck-footings-for-your-home/,deckguru.com #26,,,1.11,"ai_overview, organic, video, images, people_also_ask, related_searches"
exterior flagstone,30,0,0.6700000166893005,1,transactional,1,26,deckscapesofva.com,https://deckscapesofva.com/blog/pavers-or-flagstone-for-va-patios,deckscapesofva.com #26,,,1.11,"popular_products, people_also_ask, organic, related_searches, images"
how to install under deck drainage system,30,0,1.3300000429153442,0.41999998688697815,informational,1,26,deckscapesofva.com,https://deckscapesofva.com/blog/what-is-under-deck-drainage-and-best-options,deckscapesofva.com #26,,,1.11,"video, organic, short_videos, people_also_ask, images, related_searches"
patio deck combination,30,0,0.07999999821186066,0.9900000095367432,transactional,1,26,deckscapesofva.com,https://deckscapesofva.com/blog/functional-deck-design,deckscapesofva.com #26,,,1.11,"images, organic, video, discussions_and_forums, popular_products, related_searches"
foundation drainage contractors near me,30,2,25.940000534057617,0.7400000095367432,navigational,1,26,fairfaxcontractor.com,https://fairfaxcontractor.com/drainage-contractor/,fairfaxcontractor.com #26,,,1.11,"local_pack, people_also_ask, organic, related_searches, images"
general contractor foundation repair,30,10,55.029998779296875,0.9399999976158142,commercial,1,26,fairfaxcontractor.com,https://fairfaxcontractor.com/foundation-repair-contractor-northern-virginia/,fairfaxcontractor.com #26,,,1.11,"local_pack, people_also_ask, organic, related_searches"
mortar for foundation,30,1,0.27000001072883606,0.8500000238418579,transactional,1,26,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #26,,,1.11,"ai_overview, organic, people_also_ask, video, popular_products, related_searches, images"
painters northern va,30,13,10.289999961853027,0.5400000214576721,navigational,1,26,fairfaxcontractor.com,https://fairfaxcontractor.com/northern-virginia-painting-contractor/,fairfaxcontractor.com #26,,,1.11,"local_pack, organic, people_also_ask, related_searches"
patio deck fence,30,17,1.7999999523162842,0.8100000023841858,transactional,1,26,nvdeck.com,https://www.nvdeck.com/,nvdeck.com #26,,,1.11,"popular_products, people_also_ask, images, organic, video, related_searches, google_reviews, knowledge_graph"
stedfast construction inc,30,0,,0,navigational,1,26,steadfastinc.com,https://www.steadfastinc.com/current-specials,steadfastinc.com #26,,,1.11,"organic, people_also_ask, google_reviews, knowledge_graph"
is trex better than timbertech,30,0,0.029999999329447746,0.20999999344348907,commercial,1,26,sunburstdeck.com,https://sunburstdeck.com/trex-vs-timbertech-deck-comparison/,sunburstdeck.com #26,,,1.11,"ai_overview, organic, people_also_ask, video, short_videos, related_searches, images"
timbertech tigerwood price,30,0,0.8799999952316284,1,commercial,1,26,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #26,,,1.11,"ai_overview, organic, related_searches, google_reviews, knowledge_graph, popular_products"
what ice melt is safe for pavers,30,0,,1,informational,1,26,sunburstdeck.com,https://sunburstdeck.com/is-ice-melt-safe-for-my-patio-pavers/,sunburstdeck.com #26,,,1.11,"ai_overview, organic, people_also_ask, discussions_and_forums, short_videos, related_searches"
underpinning ideas for decks,20,1,,0.14000000059604645,informational,1,17,deckguru.com,https://deckguru.com/deck-skirting-ideas-2025/,deckguru.com #17,,,1.11,"images, organic, people_also_ask, video, short_videos, related_searches"
weathered deck restoration,20,2,0.11999999731779099,1,commercial,1,17,deckguru.com,https://deckguru.com/how-to-restore-a-weathered-deck-a-complete-guide/,deckguru.com #17,,,1.11,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, related_searches, images"
weber grill vs kitchenaid grill,20,2,,0.17000000178813934,commercial,1,17,fairfaxcontractor.com,https://fairfaxcontractor.com/best-brands-of-outdoor-gas-grills/,fairfaxcontractor.com #17,,,1.11,"ai_overview, organic, people_also_ask, related_searches, images"
timbertech vs trex reviews,20,0,2.0899999141693115,0.23999999463558197,informational,1,17,sunburstdeck.com,https://sunburstdeck.com/trex-vs-timbertech-deck-comparison/,sunburstdeck.com #17,,,1.11,"ai_overview, organic, video, people_also_ask, discussions_and_forums, related_searches"
front yard fence permit,90,0,,0.009999999776482582,transactional,1,81,nvdeck.com,https://www.nvdeck.com/virginia-fence-law-springfield-fence-installation,nvdeck.com #81,,,1.1,"ai_overview, video, people_also_ask, organic, perspectives, related_searches, images"
upgrade construction,70,0,7.099999904632568,0.30000001192092896,informational,1,63,commconstruct.com,https://commconstruct.com/east-grand-rapids-remodeling,commconstruct.com #63,,,1.09,"organic, perspectives, related_searches, images"
fence code,70,0,,0.019999999552965164,informational,1,64,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #64,,,1.08,"ai_overview, organic, people_also_ask, video, images, related_searches"
balcony contractors near me,70,20,39.5099983215332,0.49000000953674316,commercial,1,64,steadfastinc.com,https://www.steadfastinc.com/service-area/alexandria-va,steadfastinc.com #64,,,1.08,"local_pack, people_also_ask, organic, related_searches"
how to build a screened in porch on a deck,70,0,3.309999942779541,0.7699999809265137,informational,1,64,velerodeckdesigns.com,https://velerodeckdesigns.com/gallery/screened-porch/,velerodeckdesigns.com #64,,,1.08,"video, people_also_ask, organic, short_videos, images, related_searches"
how to build a screened-in porch on a deck,70,0,3.309999942779541,0.7699999809265137,informational,1,64,velerodeckdesigns.com,https://velerodeckdesigns.com/gallery/screened-porch/,velerodeckdesigns.com #64,,,1.08,"video, people_also_ask, organic, short_videos, images, related_searches"
how much is a deck replacement,40,0,8.350000381469727,0.6399999856948853,informational,1,36,deckguru.com,https://deckguru.com/blog/how-much-does-a-deck-replacement-cost/,deckguru.com #36,,,1.08,"ai_overview, organic, people_also_ask, perspectives, related_searches"
sunroom contractors in my area,40,0,21.229999542236328,0.6100000143051147,commercial,2,36,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/richmond/,stoneridgeoutdoor.com #36; steadfastinc.com #94,,,1.08,"local_pack, people_also_ask, organic, people_also_search, related_searches"
azek deck warranty,40,0,,0.019999999552965164,navigational,1,36,sunburstdeck.com,https://sunburstdeck.com/timbertech-azek-gold-registered-contractor/,sunburstdeck.com #36,,,1.08,"organic, ai_overview, people_also_ask, related_searches"
weegee board construction,30,0,,0.03999999910593033,informational,1,27,commconstruct.com,https://commconstruct.com/gallery,commconstruct.com #27,,,1.07,"organic, related_searches, third_party_reviews, google_reviews, knowledge_graph, images"
cover underneath porch,30,0,0.23000000417232513,1,transactional,1,27,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #27,,,1.07,"ai_overview, popular_products, people_also_ask, video, organic, images, related_searches"
patio refurbishment,30,0,14.210000038146973,0.949999988079071,commercial,1,27,deckguru.com,https://deckguru.com/patio-repair/,deckguru.com #27,,,1.07,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, related_searches, google_reviews, knowledge_graph, images"
skirting for decks and porches,30,0,0.6499999761581421,0.8799999952316284,commercial,1,27,deckguru.com,https://deckguru.com/blog/deck-skirting-ideas-2025/,deckguru.com #27,,,1.07,"images, organic, people_also_ask, popular_products, video, short_videos, related_searches"
trex virginia,30,14,,0.07000000029802322,informational,1,27,deckguru.com,https://deckguru.com/composite-decking/trex/,deckguru.com #27,,,1.07,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, images"
does mortar mix have rocks,30,5,,0,informational,1,27,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #27,,,1.07,"ai_overview, organic, video, people_also_ask, related_searches, people_also_search"
new foundation contractors,30,0,6.570000171661377,0.6600000262260437,commercial,1,27,fairfaxcontractor.com,https://fairfaxcontractor.com/concrete-foundation-contractor-northern-virginia/,fairfaxcontractor.com #27,,,1.07,"local_pack, organic, people_also_ask, perspectives, related_searches"
northern va painters,30,9,10.289999961853027,0.5400000214576721,navigational,1,27,fairfaxcontractor.com,https://fairfaxcontractor.com/northern-virginia-painting-contractor/,fairfaxcontractor.com #27,,,1.07,"local_pack, organic, related_searches, google_reviews"
poured concrete foundation and structure contractors,30,0,,0.46000000834465027,navigational,1,27,fairfaxcontractor.com,https://fairfaxcontractor.com/concrete-foundation-contractor-northern-virginia/,fairfaxcontractor.com #27,,,1.07,"ai_overview, local_pack, organic, people_also_ask, related_searches"
provia platinum dealer,30,4,,0.20999999344348907,commercial,1,27,fairfaxcontractor.com,https://fairfaxcontractor.com/provia-door-dealer-northern-virginia/,fairfaxcontractor.com #27,,,1.07,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, images"
walkway builders near me,30,0,9.630000114440918,0.5799999833106995,commercial,1,27,steadfastinc.com,https://www.steadfastinc.com/patios,steadfastinc.com #27,,,1.07,"local_pack, people_also_ask, organic, related_searches, images"
loudoun deck repair,30,0,3.7699999809265137,0.6899999976158142,commercial,2,27,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/location/deck-builder-loudoun-va/,stoneridgeoutdoor.com #27; velerodeckdesigns.com #47,,,1.07,"organic, related_searches, knowledge_graph, google_reviews, third_party_reviews, people_also_search, images"
building an enclosed deck,30,0,7.320000171661377,0.9399999976158142,informational,1,27,sunburstdeck.com,https://sunburstdeck.com/enclosed-deck-ideas-for-the-new-year/,sunburstdeck.com #27,,,1.07,"ai_overview, video, people_also_ask, organic, images, related_searches"
how big should my deck be,30,0,6.269999980926514,0.18000000715255737,informational,1,27,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #27,,,1.07,"ai_overview, organic, people_also_ask, discussions_and_forums, video, images, related_searches"
ground cover for under deck,90,0,0.1899999976158142,0.8799999952316284,transactional,1,84,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #84,,,1.06,"ai_overview, popular_products, people_also_ask, organic, related_searches, images"
labor cost to build a deck calculator,70,21,,0.07999999821186066,informational,1,65,hoppy2u.com,https://deckcalculator.hoppy2u.com/,hoppy2u.com #65,,,1.06,"ai_overview, organic, people_also_ask, related_searches"
pegram builders,70,6,,0.07999999821186066,navigational,1,65,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/,stoneridgeoutdoor.com #65,,,1.06,"organic, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
siding company lansing,50,3,6.449999809265137,0.7599999904632568,commercial,1,46,commconstruct.com,https://commconstruct.com/,commconstruct.com #46,,,1.06,"local_pack, organic, discussions_and_forums, paid, related_searches"
deck building financing,50,0,19.799999237060547,0.6399999856948853,commercial,1,46,deckbuildersinc.com,https://www.deckbuildersinc.com/financing,deckbuildersinc.com #46,,,1.06,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
fences rules and regulations,50,4,1.1200000047683716,0.07999999821186066,informational,1,46,nvdeck.com,https://www.nvdeck.com/virginia-fence-law-springfield-fence-installation,nvdeck.com #46,,,1.06,"ai_overview, organic, people_also_ask, perspectives, related_searches, images"
trex decking cleaning products,40,1,0.25999999046325684,0.9200000166893005,transactional,1,37,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #37,,,1.05,"ai_overview, organic, people_also_ask, video, discussions_and_forums, short_videos, images, related_searches"
connell building company,40,0,,0,navigational,1,37,commconstruct.com,https://commconstruct.com/livingston-county-mi-home-remodeling,commconstruct.com #37,,,1.05,"organic, related_searches, google_reviews, knowledge_graph, third_party_reviews, images"
lansing construction company,40,12,5,0.28999999165534973,navigational,1,37,commconstruct.com,https://commconstruct.com/about,commconstruct.com #37,,,1.05,"local_pack, organic, people_also_ask, related_searches"
michigan siding,40,0,61.72999954223633,0.3499999940395355,commercial,1,37,commconstruct.com,https://commconstruct.com/siding,commconstruct.com #37,,,1.05,"local_pack, organic, people_also_ask, related_searches, popular_products, images"
scott's custom decks,40,0,,0.029999999329447746,commercial,1,37,northerndeckworks.com,https://www.northerndeckworks.com/services,northerndeckworks.com #37,,,1.05,"organic, related_searches, knowledge_graph, google_reviews"
home improvement contractors grand rapids mi,20,18,,0.5199999809265137,commercial,1,18,commconstruct.com,https://commconstruct.com/east-grand-rapids-remodeling,commconstruct.com #18,,,1.05,"local_pack, people_also_ask, organic, people_also_search, related_searches"
low deck footings,20,0,0.12999999523162842,0.75,transactional,1,18,deckguru.com,https://deckguru.com/best-types-of-deck-footings-for-your-home/,deckguru.com #18,,,1.05,"images, people_also_ask, video, organic, related_searches, popular_products"
